time,accel_x,accel_y,accel_z,pitch,roll,yaw,temperature,pressure,humidity
33:11.4,0.403430015,-0.038354918,0.181797862,313.6071593,126.2986672,241.9871036,26.48927116,943.4060059,51.66368103
33:11.5,0.392762393,-0.03111814,0.229562432,312.9308134,134.4898125,241.687231,26.48927116,942.9367676,51.66368103
33:11.5,0.390580356,-0.034736529,0.288780749,312.28158,141.6909766,241.6528068,26.39896393,942.4775391,49.59301376
33:11.5,0.393974602,-0.011820069,0.310469776,311.6633728,150.3082165,241.5439063,26.39896393,942.0212402,49.59301376
33:11.6,0.385246575,0.043459874,0.266116947,312.3087642,170.2481205,242.6588527,26.4350872,941.5749512,51.76752853
33:11.6,0.380155206,-0.000964904,0.220301941,312.8678732,190.6199283,244.0504628,26.4350872,940.6669922,49.38846588
33:11.7,0.368760258,-0.060788926,0.227125466,313.5183702,211.1769126,245.2879701,26.4350872,940.2226563,49.38846588
33:11.7,0.364396214,-0.089494802,0.182528928,313.9895815,227.767565,246.7756468,26.54345512,939.7785645,48.27760315
33:11.8,0.358092606,-0.086117648,0.287074864,314.4529962,244.3756344,247.9955322,26.54345512,939.3339844,48.27760315
33:11.8,0.353486151,-0.064166084,0.20762971,314.6752335,260.7713942,249.3641928,26.45314789,938.8950195,51.50003815
33:11.9,0.35469836,-0.101073645,0.260511935,314.6157904,275.8254932,250.6771738,26.45314789,938.0212402,51.50003815
33:11.9,0.347424984,-0.055723183,0.247108594,314.4931236,289.6301592,251.9509494,26.50733185,937.5849609,47.53808212
33:12.0,0.341606289,-0.085635193,0.222982615,313.9854117,304.2952721,253.2944544,26.4350872,937.1611328,48.9919548
33:12.0,0.337484717,-0.018091943,0.180091977,313.4920057,317.5342448,254.2223152,26.4350872,936.7304688,48.9919548
33:12.1,0.326332211,-0.081293128,0.180091977,312.8501523,329.5365401,255.2194272,26.45314789,936.3078613,50.85177612
33:12.1,0.335302711,-0.065130994,0.125016496,311.7999288,342.9665532,255.6191913,26.45314789,935.8901367,50.85177612
33:12.2,0.324635088,-0.019539297,0.166444942,311.037666,355.3694353,255.7844341,26.45314789,935.0559082,50.01784515
33:12.2,0.317604125,0.011896837,0.118192978,309.9272787,8.151793208,255.7649953,26.45314789,934.6420898,50.01784515
33:12.2,0.321725726,-0.016885813,0.168638214,309.4472257,18.93254501,255.6862979,26.41702461,934.2299805,50.78884125
33:12.3,0.313240111,-0.005065744,0.173512146,309.1314934,29.65308528,255.5483008,26.39896393,933.8181152,50.34197998
33:12.3,0.313240111,-0.01760949,0.236629635,308.9692286,41.00810402,255.3758521,26.39896393,933.407959,50.34197998
33:12.4,0.305724323,-0.016644586,0.239066616,309.0039977,50.26901067,255.4172226,26.47121048,933.0004883,48.89754486
33:12.4,0.303299844,0.00752657,0.192520499,308.8728409,60.03209673,254.9629057,26.47121048,932.1887207,48.89754486
33:12.5,0.299420685,-0.033530399,0.179117173,308.6960415,69.95328118,254.3390363,26.48927116,931.7858887,49.00139618
33:12.5,0.301117808,0.014810347,0.149142474,308.3900285,79.36147744,253.1743661,26.48927116,931.3847656,49.00139618
33:12.6,0.28972286,0.021122955,0.16425167,308.1746624,87.58964241,252.4842506,26.47121048,930.9868164,48.82831573
33:12.6,0.278327912,0.00097117,0.198856622,307.9922964,96.50206256,252.0093134,26.47121048,930.5983887,48.00067902
33:12.7,0.284146637,0.009711703,0.167419732,307.6657416,104.0261921,251.7723468,26.56151772,930.2043457,48.00067902
33:12.7,0.284389049,0.00849774,0.202024683,307.1618991,110.8957027,251.3538953,26.47121048,929.8151855,48.42236328
33:12.7,0.27032721,-0.04173208,0.215915397,306.7263413,117.4511953,251.4133384,26.47121048,929.0395508,48.42236328
33:12.8,0.269599855,-0.065372221,0.13963829,306.041509,123.2370349,251.3623305,26.47121048,928.6564941,50.04302216
33:12.8,0.266932964,-0.051139891,0.149142474,305.4684766,129.2963279,251.3017672,26.47121048,928.2666016,50.04302216
33:12.9,0.26378116,-0.082016803,0.187890276,304.787213,134.1613487,251.6141255,26.50733185,927.8886719,49.72833252
33:12.9,0.263296247,-0.075021252,0.181797862,304.2907163,139.3049183,251.958046,26.50733185,927.5117188,49.72833252
33:13.0,0.260629356,-0.053069696,0.171806291,305.3498635,158.1044949,251.9639609,26.39896393,927.1345215,48.71502686
33:13.0,0.253598422,-0.015438457,0.151335731,305.9316625,176.5285477,252.4037363,26.39896393,926.7626953,48.71502686
33:13.1,0.190320045,-0.051622342,0.125260174,306.7239166,193.8821769,253.2177309,26.52539444,926.3928223,47.24856567
33:13.1,0.258932233,-0.034977753,0.156940773,307.1849236,209.9901672,254.4604702,26.41702461,925.6616211,49.16188812
33:13.1,0.244627938,-0.052346017,0.138419822,307.5171884,225.4239768,255.619526,26.41702461,925.2927246,49.16188812
33:13.2,0.244143024,-0.032565497,0.129159331,307.4509424,239.4971991,257.0920055,26.41702461,924.9338379,50.05875397
33:13.2,0.242930815,-0.04824518,0.076033413,307.3239453,254.1365758,258.6190787,26.41702461,924.5683594,50.05875397
33:13.3,0.234930098,-0.034977753,0.14378114,307.1956573,267.1174459,259.6611606,26.4350872,924.2119141,49.01712799
33:13.3,0.230081171,-0.033289172,0.117705576,306.9586019,280.2608336,260.4405945,26.4350872,923.8608398,49.01712799
33:13.4,0.231778294,-0.041490853,0.128184542,306.7381166,292.3847199,261.0626198,26.38090134,923.5065918,47.81501007
33:13.4,0.226929367,-0.035460208,0.165957555,306.4203283,305.3357797,261.6751785,26.38090134,922.8095703,47.81501007
33:13.5,0.223777577,-0.039078593,0.138663501,306.2806578,316.8039542,261.9723805,26.4350872,922.4575195,47.58843231
33:13.5,0.219171107,-0.03642511,0.098209828,305.6235253,328.7360897,261.8396631,26.47121048,922.1105957,49.82273865
33:13.6,0.215049535,-0.044385564,0.14889878,305.3795202,339.544806,261.83814,26.47121048,921.7670898,49.82273865
33:13.6,0.213352412,-0.007719229,0.151823133,305.2024373,349.7359734,261.5566884,26.41702461,921.4316406,48.41921616
33:13.6,0.207533717,0.004370267,0.150117248,304.9193055,0.167556507,260.9842093,26.41702461,921.0891113,48.41921616
33:13.7,0.201957449,-0.006030648,0.1084451,304.3267251,9.478904087,260.4991907,26.45314789,920.7543945,49.04859924
33:13.7,0.205109254,-0.021951558,0.186671793,304.2310922,19.22943114,260.5868425,26.45314789,920.0874023,49.04859924
33:13.8,0.199532986,-0.00820168,0.1162434,303.868836,27.45472913,260.3526285,26.52539444,919.7583008,49.02027893
33:13.8,0.192017168,-0.037872463,0.070672087,303.4631194,35.65260392,260.1395334,26.52539444,919.4291992,49.02027893
33:13.9,0.19613874,-0.011578843,0.091873713,303.1037456,44.25792169,259.7686405,26.52539444,919.0976563,49.9328804
33:13.9,0.191047385,-0.061030149,0.094798081,302.8076569,51.40216979,259.654993,26.45314789,918.7741699,47.53178787
33:14.0,0.186440915,-0.043661885,0.08846195,302.8105358,59.03281956,259.6909198,26.45314789,918.4511719,47.53178787
33:14.0,0.189835146,0.012139629,0.126234964,303.1082467,65.81034797,259.3317884,26.41702461,917.8027344,50.48988342
33:14.1,0.187895581,0.015538725,0.134033263,303.2289259,72.58965906,259.0093215,26.41702461,917.4804688,50.48988342
33:14.1,0.181591988,0.029863488,0.105277039,303.4961468,79.13576701,258.2708005,26.52539444,917.1633301,48.01011658
33:14.1,0.179652423,0.040303569,0.116974488,303.6825836,86.72335585,257.4074851,26.52539444,916.84375,48.01011658
33:14.2,0.175045952,0.039089605,0.108688794,303.8910137,92.97644868,256.4179204,26.47121048,916.53125,48.58285522
33:14.2,0.171409264,0.009711703,0.102108978,303.7932702,98.55396067,256.0652778,26.39896393,916.2199707,49.59616089
33:14.3,0.169469699,-0.025569946,0.09747874,303.4775994,104.4498756,255.9785617,26.39896393,915.6000977,49.59616089
33:14.3,0.167530134,0.041760322,0.102840073,303.7163623,109.3568952,255.6623103,26.50733185,915.2958984,49.86050034
33:14.4,0.168984801,0.000728378,0.13963829,303.5168286,113.737478,255.8815593,26.50733185,914.9875488,49.86050034
33:14.4,0.163651004,-0.026293622,0.14889878,303.6046443,118.6143765,257.0329721,26.45314789,914.6872559,50.17519379
33:14.5,0.160984099,-0.031600595,0.133789569,303.5446821,122.9242395,257.6537202,26.45314789,914.3874512,48.3342514
33:14.5,0.160984099,-0.028705882,0.096503958,303.4455146,126.167309,258.3400655,26.52539444,913.7922363,48.3342514
33:14.6,0.152740926,-0.044626791,0.104545951,302.9935917,129.0805623,258.5418975,26.36284065,913.4943848,48.57026672
33:14.6,0.151771143,-0.017368264,0.080663651,302.7821564,132.5284691,258.3864015,26.36284065,913.1967773,48.57026672
33:14.6,0.149831578,-0.014473554,0.069940999,303.6718807,149.0892326,258.8593784,26.47121048,912.9047852,49.45769501
33:14.7,0.147649571,-0.111687593,0.056293972,302.3968483,151.3714583,258.727023,26.47121048,912.6125488,49.45769501
33:14.7,0.144740209,-0.121095404,0.074327536,302.1582766,160.0113471,258.960472,26.47121048,912.3271484,48.97307205
33:14.8,0.142315745,-0.057652991,0.092604809,303.1923365,175.7151815,259.2441708,26.47121048,912.0424805,48.97307205
33:14.8,0.141103521,-0.01640336,0.100646801,303.7512748,190.8096983,259.2062154,26.47121048,911.7609863,47.64822388
33:14.9,0.139648855,-0.01881562,0.111856848,304.1155596,206.0302694,259.3538568,26.47121048,911.2036133,47.64822388
33:14.9,0.136497051,0.053657159,0.091142625,303.7778682,219.5904215,259.8427139,26.45314789,910.9196777,49.16188812
33:15.0,0.133587703,0.000242793,0.068966202,303.567109,232.0736441,261.0328539,26.52539444,910.6467285,48.4884491
33:15.0,0.130678341,0.01505314,0.050688945,302.9586621,244.5168827,262.3746992,26.52539444,910.3713379,48.4884491
33:15.1,0.12801145,0.017481066,0.033873864,302.2427388,255.2929815,263.6321028,26.47121048,910.1032715,49.61504364
33:15.1,0.12243519,0.000485585,0.036067132,301.6091021,266.1685004,264.5770459,26.47121048,909.8356934,49.61504364
33:15.1,0.123647422,-0.013749876,0.031436894,301.1255384,275.7087311,265.9644349,26.38090134,909.5686035,49.18706512
33:15.2,0.12219274,-0.015679682,0.046546098,300.753696,285.9673883,267.0993937,26.38090134,909.0446777,49.18706512
33:15.2,0.121465407,-0.053552151,0.061167911,301.1875975,295.2977409,267.5472561,26.41702461,908.7905273,47.63563538
33:15.3,0.118556052,-0.033047948,0.00926048,300.8868438,304.1630977,268.3119162,26.41702461,908.5358887,47.63563538
33:15.3,0.115161806,0.045887794,0.050688945,300.1141035,314.8341925,267.2032741,26.39896393,908.2851563,48.70558548
33:15.4,0.115161806,-0.050174985,0.063604884,299.6091339,323.6390337,266.8655212,26.47121048,908.0375977,50.939888
33:15.4,0.111040227,0.023308087,0.050445247,298.8385588,333.6661954,265.2181547,26.47121048,907.7976074,50.939888
33:15.5,0.112979792,0.042488702,0.030949501,297.9651484,343.5439228,262.9706127,26.38090134,907.5544434,48.13914108
33:15.5,0.110555336,0.047101758,0.027537743,297.2913024,353.8987576,260.8895702,26.38090134,907.0661621,48.13914108
33:15.6,0.105948865,0.03107745,0.02631926,296.788942,2.788628994,258.9226259,26.48927116,906.829834,47.21395111
33:15.6,0.1040093,0.055356707,0.038504105,296.4142788,12.40919014,256.1496921,26.48927116,906.590332,47.21395111
33:15.6,0.099887721,0.073323362,0.039478887,296.29988,22.70973525,252.7783449,26.4350872,906.354248,49.95805359
33:15.7,0.101099946,0.065311208,0.023638593,295.9441979,32.34432325,249.2858437,26.38090134,906.123291,47.66710663
33:15.7,0.09358412,0.087890908,0.010722661,295.7340603,42.19191241,245.3525837,26.38090134,905.8942871,47.66710663
33:15.8,0.09455391,0.085705779,0.025588168,295.9343487,51.77961287,241.6622871,26.47121048,905.4470215,48.04788208
33:15.8,0.096978366,0.018209444,0.023151202,295.9063245,59.20705769,239.9694111,26.47121048,905.2185059,48.04788208
33:15.9,0.094069012,0.0293779,0.026806653,295.8589093,64.57797011,239.8717394,26.45314789,905,47.29262543
33:15.9,0.089220099,0.024522049,0.042890646,296.4761125,68.93410084,241.3297935,26.45314789,904.7783203,47.29262543
33:16.0,0.090674773,0.021608539,0.053613305,297.0139079,72.27514251,243.2610978,26.48927116,904.5568848,48.6048851
33:16.0,0.088492759,0.007769363,0.12306691,297.6296905,75.92632259,245.6182644,26.48927116,904.3413086,48.6048851
33:16.0,0.086553194,0.01699548,0.074327536,298.3335005,79.09759308,247.2314048,26.39896393,904.1245117,49.72833252
33:16.1,0.087522976,0.039575189,0.095772862,299.248097,82.61060526,248.7079619,26.52539444,903.9052734,48.45383453
33:16.1,0.087765418,0.041274738,0.086999781,300.3303746,87.37096024,249.3806058,26.52539444,903.4765625,48.45383453
33:16.2,0.082916506,0.109742239,0.083831713,301.6526172,92.09911088,249.0194254,26.4350872,903.2678223,47.9220047
33:16.2,0.079764709,0.075994074,0.081882142,303.0738362,97.69264649,248.5841169,26.4350872,903.0615234,47.9220047
33:16.3,0.076855361,0.004127474,0.07189057,303.6236323,100.7304209,249.0645729,26.45314789,902.8571777,48.92586899
33:16.3,0.078310028,0.001942341,0.066529237,303.9831427,103.7407175,249.6962493,26.45314789,902.6508789,48.92586899
33:16.4,0.07952226,0.03204862,0.075058624,304.5264535,106.0936904,250.8105674,26.39896393,902.4492188,48.22725677
33:16.4,0.077340245,0.052928779,0.081638448,305.3219724,109.9157413,251.3306453,26.39896393,902.0544434,48.42236328
33:16.5,0.073218666,0.039817981,0.066772938,305.8097367,112.7702208,251.7540146,26.39896393,901.8552246,48.42236328
33:16.5,0.072248884,0.005098644,0.061167911,305.9618143,114.8665698,252.2296826,26.47121048,901.6623535,49.47972488
33:16.5,0.073218666,0.021365747,0.07578972,306.4160151,117.7435684,252.9487171,26.47121048,901.4685059,49.47972488
33:16.6,0.067884855,0.016267104,0.090411529,306.7217343,119.210051,253.95589,26.47121048,901.2763672,49.22167969
33:16.6,0.070309311,-0.012302521,0.079201482,306.4720943,120.3545175,254.9666282,26.47121048,901.0856934,49.22167969
33:16.7,0.066187732,-0.00410084,0.077739298,306.3731351,121.2800354,256.2585858,26.41702461,900.7121582,50.76366425
33:16.7,0.066430181,-0.010372713,0.090167835,306.341467,121.6506688,257.7738086,26.41702461,900.5249023,50.76366425
33:16.8,0.067399964,-0.020986654,0.09357959,306.1561913,121.4243846,259.3838686,26.4350872,900.3496094,49.92343903
33:16.8,0.068369746,-0.049933761,0.082856923,305.7115391,121.0537239,260.9812655,26.4350872,900.1677246,47.67969513
33:16.9,0.003636689,-0.031600595,0.07578972,306.0508254,120.6405248,263.560782,26.4350872,899.9919434,47.67969513
33:16.9,0.05867191,-0.027017301,0.072865352,306.105098,120.2309457,264.7993344,26.48927116,899.815918,47.65451813
33:17.0,0.063278385,-0.043179438,0.065310761,306.2024726,119.616898,266.2701132,26.48927116,899.6381836,47.65451813
33:17.0,0.059156805,-0.014956006,0.081151053,306.9421514,118.6300313,268.6001571,26.41702461,899.2932129,50.29477692
33:17.0,0.053822994,-0.005065744,0.076520808,307.6196208,118.9797643,269.1718644,26.41702461,899.1247559,50.29477692
33:17.1,0.057944573,-0.032083042,0.070184693,307.8982925,118.5768924,269.7768142,26.39896393,898.9611816,47.95347595
33:17.1,0.050913639,-0.015679682,0.072377965,309.183799,125.1828602,271.0201819,26.39896393,898.7900391,47.95347595
33:17.2,0.054307885,-0.029188333,0.069453605,309.7738863,124.3573225,271.7268332,26.4350872,898.6245117,50.28533173
33:17.2,0.053822994,-0.004824518,0.056537669,310.6382707,124.9152807,271.2131211,26.48927116,898.4663086,49.93917084
33:17.3,0.052610762,0.05487112,0.063604884,312.1109209,126.4892431,269.9676087,26.48927116,898.3066406,49.93917084
33:17.3,0.051883429,-0.057652991,0.053613305,312.2738483,125.8433258,269.8775937,26.52539444,897.998291,49.39160919
33:17.4,0.044125158,-0.00410084,0.050201554,312.9896999,126.1976077,269.2679173,26.52539444,897.8427734,49.39160919
33:17.4,0.04679206,0.009226118,0.047764581,313.9543685,126.9015543,268.1337029,26.39896393,897.692627,48.55138397
33:17.4,0.045337386,0,0.043865431,314.7540334,128.4342898,266.5833115,26.39896393,897.5375977,48.55138397
33:17.5,0.044125158,0.061912108,0.036067132,316.3273982,130.61256,263.8245639,26.4350872,897.3903809,47.04401779
33:17.5,0.043640263,0.017481066,0.031924289,317.2439106,132.1901835,261.6470245,26.4350872,897.2375488,47.04401779
33:17.6,0.03976113,0.010925665,0.028025139,317.8949847,133.9239314,259.1953554,26.54345512,897.0895996,47.80242157
33:17.6,0.03976113,0.019908991,0.010722661,318.7168033,136.509035,255.4601777,26.4350872,896.8010254,48.92272186
33:17.7,0.039033793,0.005341437,0.010235268,318.997285,138.5900434,252.0821437,26.4350872,896.6643066,48.92272186
33:17.7,0.038791347,0.008740533,0.007554602,319.1090815,140.5120996,248.6476855,26.41702461,896.5253906,47.72689819
33:17.8,0.035639551,0.004855852,0.009016783,318.7841148,142.9691236,245.2318259,26.41702461,896.3898926,47.72689819
33:17.8,0.033699982,-0.057411764,0.007554602,320.0255427,148.8674154,244.1217016,26.45314789,896.253418,48.21781158
33:17.9,0.034669768,-0.000723678,0.014621811,319.7862128,149.9591665,241.6251855,26.45314789,896.1201172,48.21781158
33:17.9,0.033942427,0.00849774,0.014134417,319.5858561,151.2045422,239.3431647,26.41702461,895.9831543,47.52864075
33:17.9,0.032245304,0.003641889,0.012428539,319.3504229,152.4003444,236.8209671,26.41702461,895.7148438,47.52864075
33:18.0,0.032972645,0.00752657,0.012428539,319.3259093,153.3271464,234.6260994,26.47121048,895.5898438,47.8055687
33:18.0,0.032002863,0.013839177,0.01389072,319.4966196,154.7320617,232.4320788,26.4350872,895.4592285,49.28461456
33:18.1,0.030063294,0.01796665,0.013403326,319.7729384,155.821996,230.5212377,26.4350872,895.333252,49.28461456
33:18.1,0.030548185,0.016752686,0.015840294,319.890503,156.480877,228.8937949,26.48927116,895.2114258,48.62376404
33:18.2,0.029578403,0.018209444,0.017302478,320.1666305,157.635097,227.6589103,26.48927116,895.0866699,48.62376404
33:18.2,0.029335955,0.024764843,0.018033566,320.7870712,158.1388644,226.6260355,26.39896393,894.8547363,49.75665283
33:18.3,0.028366171,0.041031945,0.019252053,322.0324947,159.3730523,224.987036,26.39896393,894.7402344,49.75665283
33:18.3,0.027638834,0.04418825,0.013403326,323.3348342,160.393141,223.3206474,26.45314789,894.6242676,49.69371414
33:18.4,0.027638834,0.042731494,0.015109205,324.762395,162.1990157,221.3599733,26.39896393,894.5129395,48.98566055
33:18.4,0.026426604,0.049529687,0.00463024,326.6173446,164.1426144,218.5781875,26.39896393,894.4055176,48.98566055
33:18.4,0.02545682,0.048315722,0.004873937,328.5077224,165.9956583,215.6386517,26.41702461,894.2980957,48.89754486
33:18.5,0.02497193,0.048315722,-0.003856457,330.2317987,168.5567334,212.3538908,26.41702461,894.1860352,48.89754486
33:18.5,0.024002146,0.041274738,-0.007230858,331.8738394,170.7033252,208.9039622,26.4350872,893.9719238,49.26573563
33:18.6,0.023032364,0.037147261,-0.007953944,333.283727,173.041217,205.4369718,26.4350872,893.8657227,49.26573563
33:18.6,0.0237597,0.034719341,-0.011087315,334.3894954,175.1430028,201.968834,26.4350872,893.7629395,48.74649429
33:18.7,0.021577686,0.025978805,-0.016630972,333.3815814,181.1081112,203.3981331,26.4350872,893.6660156,48.74649429
33:18.7,0.020607902,0.021122955,-0.021451544,330.4447708,188.3274709,210.3354059,26.36284065,893.5742188,47.49087906
33:18.8,0.020365456,0.021851331,-0.018318173,327.0541147,195.9893995,216.2320312,26.47121048,893.4736328,49.26573563
33:18.8,0.018183446,0.012382422,-0.016148916,324.176737,203.364187,222.2687709,26.47121048,893.3828125,49.26573563
33:18.9,0.019395674,0.004613059,-0.013979658,322.0873548,210.0147012,228.0114574,26.4350872,893.1977539,48.74649429
33:18.9,0.018425889,0.000728378,-0.014220687,320.0224691,216.2550626,233.6861425,26.4350872,893.1079102,48.74649429
33:18.9,0.018910781,-0.000241226,-0.014220687,319.6716227,221.7619436,238.7675163,26.48927116,893.0180664,48.5010376
33:19.0,0.017456107,0.001213963,-0.008918058,317.6113337,228.4891745,243.0090092,26.48927116,892.9328613,48.5010376
33:19.0,0.020123012,-0.005548195,-0.007953944,315.9284469,234.2084334,247.5133618,26.52539444,892.8510742,47.43738174
33:19.1,0.018910781,0,-0.010605258,313.5806615,239.8623547,251.7323151,26.52539444,892.7751465,47.43738174
33:19.1,0.017456107,0.002185133,-0.013738629,310.6234082,245.1776625,255.5371471,26.38090134,892.6948242,47.71745682
33:19.2,0.017456107,0.002913511,-0.013738629,307.5912926,251.1551914,258.7398842,26.38090134,892.5441895,49.18706512
33:19.2,0.018183446,0.000728378,-0.007712915,305.0320958,256.8623745,261.4538599,26.38090134,892.4660645,49.18706512
33:19.3,0.015274093,-0.000723678,-0.004579543,303.149583,262.6400793,263.9561202,26.48927116,892.3886719,48.29019165
33:19.3,0.016243877,-0.008684132,0.001949575,301.6916245,271.9698241,264.6619383,26.47121048,892.2453613,48.75278854
33:19.4,0.016971214,-0.001206129,0.006336118,300.4098438,281.6871957,263.5789025,26.47121048,892.1738281,48.75278854
33:19.4,0.015516539,-0.001929807,0.014865507,300.0810044,290.5799585,261.8745859,26.52539444,892.0402832,48.51992035
33:19.5,0.016971214,-0.001447355,0.014865507,300.0194097,297.4304675,260.6507936,26.52539444,892.0402832,48.51992035
33:19.5,0.013819417,-0.00410084,0.015109205,300.2545322,302.8781957,260.1888815,26.4350872,891.9746094,46.74820709
33:19.5,0.016486323,-0.006995551,0.014134417,300.3735072,307.7489641,260.1428051,26.4350872,891.9082031,46.74820709
33:19.6,0.015274093,-0.006995551,0.011210055,300.397611,311.9197371,260.1961898,26.48927116,891.8398438,48.14543533
33:19.6,0.016243877,-0.005065744,0.012915933,300.5562694,316.4141894,259.8835584,26.48927116,891.7792969,48.14543533
33:19.6,0.015274093,-0.006995551,0.013403326,300.5995523,321.3968602,259.1541762,26.48927116,891.7241211,48.14543533
33:19.7,0.014789201,-0.00410084,0.011453751,300.7976893,325.9378842,258.6272612,26.50733185,891.7241211,47.50346375
33:19.7,0.014789201,-0.001688581,0.012672236,301.087542,330.2534299,257.9397207,26.50733185,891.6657715,47.50346375
33:19.7,0.014061864,-0.002171033,0.015596598,301.5707779,334.1156731,257.503941,26.4350872,891.6142578,48.67411804
33:19.8,0.014546755,-0.004342066,0.019495748,302.1300065,338.3993099,256.9864176,26.4350872,891.5620117,48.67411804
33:19.8,0.012849634,-0.004583292,0.028756227,303.0853519,341.9959543,256.7918528,26.4350872,891.5151367,48.67411804
33:19.8,0.015031647,-0.008925358,0.030218409,303.9396173,345.0323952,256.8632624,26.50733185,891.4624023,48.42865753
33:19.9,0.012607188,-0.011337617,0.034361254,304.884772,347.8817657,257.0272689,26.50733185,891.4624023,48.42865753
33:19.9,0.014061864,-0.009649036,0.033142772,305.6737374,350.8824411,257.0282115,26.48927116,891.4157715,48.18005371
33:19.9,0.012607188,-0.009166584,0.031680588,306.4974104,353.5877279,257.1243806,26.48927116,891.3657227,48.18005371
33:20.0,0.012364741,-0.010372713,0.038016707,307.4167334,355.8982345,257.4077583,26.48927116,891.3151855,48.51676941
33:20.0,0.012364741,-0.006995551,0.04045368,308.2686902,358.5851024,257.4262818,26.48927116,891.2739258,48.51676941
33:20.0,0.011152512,-0.004824518,0.044109128,309.1985214,1.173614543,257.4693051,26.48927116,891.2353516,48.51676941
33:20.1,0.01187985,-0.000964904,0.043134343,310.0655798,3.898887556,257.3742357,26.39896393,891.1938477,47.30206299
33:20.1,0.011394958,0.001213963,0.042646948,310.5677763,7.76624952,256.8592668,26.39896393,891.1574707,47.30206299
33:20.2,0.011637404,0.001699548,0.044109128,311.1981413,10.99810721,256.5742293,26.39896393,891.1247559,47.69227982
33:20.2,0.010910066,0.002913511,0.040941071,311.9306962,13.98437946,256.5733414,26.47121048,891.0878906,48.58914948
33:20.3,-0.001974685,0.003399096,0.012184842,313.3742191,17.16128571,257.553173,26.47121048,891.0556641,48.58914948
33:20.3,0.008728053,0.006798192,0.045815006,313.5420915,20.38093956,256.6449764,26.39896393,890.9863281,47.19821548
33:20.4,0.014789201,0.009226118,0.042646948,313.9054951,23.48453141,256.2182535,26.39896393,890.9558105,47.19821548
33:20.4,0.01066762,0.007040984,0.033386469,314.2452014,26.15673706,255.9313036,26.45314789,890.9279785,49.61818695
33:20.4,0.007030932,0.00849774,0.03655453,314.5022111,29.20290751,255.5780804,26.45314789,890.9050293,49.61818695
33:20.5,0.010425175,0.005584229,0.040941071,314.7892259,31.4134436,255.5416003,26.48927116,890.8862305,49.51119232
33:20.5,0.009697837,0.005584229,0.039966282,314.9157245,33.45862422,255.480395,26.48927116,890.8615723,49.51119232
33:20.6,0.008970499,0.004613059,0.042403255,315.0062074,35.35140965,255.5615103,26.4350872,890.8444824,48.33739471
33:20.6,0.007273377,0.001699548,0.036798224,315.0866909,37.1635169,255.6040761,26.41702461,890.8066406,47.39332581
33:20.7,0.006788486,0.007040984,0.037773013,315.0957068,38.90549517,255.7431319,26.41702461,890.7849121,47.39332581
33:20.7,0.007273377,0.005341437,0.042159554,315.1019018,40.80280903,255.7942149,26.52539444,890.7692871,48.85663605
33:20.8,0.007515823,0.005098644,0.038504105,315.0809194,42.33240257,255.9797843,26.52539444,890.7548828,48.85663605
33:20.8,0.008485607,0.005827022,0.040209979,315.0864109,43.82148968,256.1396312,26.45314789,890.7421875,47.60102081
33:20.9,0.008970499,0.005584229,0.040697373,314.8644707,45.66288477,256.1009792,26.45314789,890.7380371,47.60102081
33:20.9,0.00775827,0.006555399,0.039235193,314.8092213,47.01495487,256.3155427,26.34477997,890.722168,46.46813202
33:20.9,0.00775827,0.006798192,0.038747799,314.6803356,48.48268056,256.4849178,26.45314789,890.7216797,48.37201309
33:21.0,0.007273377,0.00752657,0.038260404,314.3277749,50.13655623,256.6485828,26.45314789,890.7155762,48.37201309
33:21.0,0.009212945,0.007040984,0.040697373,313.9737867,51.75960383,256.7361936,26.50733185,890.7097168,48.69299698
33:21.1,0.008243161,0.007769363,0.038504105,313.7749565,53.055219,256.9872645,26.50733185,890.7080078,48.69299698
33:21.1,0.008000716,0.009954495,0.034361254,313.6078081,54.31071705,257.2117387,26.45314789,890.7114258,50.49617767
33:21.2,0.008243161,0.00752657,0.033142772,313.2163973,56.01859903,257.1608333,26.45314789,890.7133789,50.49617767
33:21.2,0.009940282,0.00752657,0.027294047,312.9077479,57.44335941,256.9261548,26.4350872,890.7180176,47.69857407
33:21.3,0.009697837,0.006069814,0.02388229,312.494378,59.12685761,256.4737846,26.4350872,890.7250977,47.5475235
33:21.3,0.008485607,0.00752657,0.017789869,312.0317488,61.57430563,255.3571647,26.4350872,890.729248,47.5475235
33:21.4,0.008243161,0.00946891,0.017789869,311.7424083,63.58183483,254.3396373,26.56151772,890.7373047,49.81959152
33:21.4,0.00945539,0.008012155,0.018764656,311.2712346,65.13814808,253.6091691,26.56151772,890.7475586,49.81959152
33:21.4,0.009697837,0.005341437,0.017302478,310.7220839,66.48118866,252.8406362,26.48927116,890.7709961,47.98494339
33:21.5,0.009212945,0.007283777,0.017302478,310.1541639,68.20486203,252.0747602,26.48927116,890.7849121,47.98494339
33:21.5,0.01066762,0.007283777,0.014134417,309.5393513,69.94580212,250.5928346,26.50733185,890.8029785,47.06919098
33:21.6,0.010425175,0.006069814,0.00999157,308.4985261,72.12465979,248.055836,26.50733185,890.8200684,47.06919098
33:21.6,0.009697837,0.002427926,0.002680665,306.7182544,74.49083539,244.6471481,26.47121048,890.8374023,47.57584381
33:21.7,0.011394958,0.000485585,-0.001928229,303.8716125,77.66513166,240.5933489,26.47121048,890.8588867,48.94474792
