time,accel_x,accel_y,accel_z,pitch,roll,yaw,temperature,pressure,humidity
33:08.2,-8.087323189,0.32485646,0.40770483,83.43675079,32.30481402,91.32001852,26.5795784,986.5712891,50.39862061
33:08.3,-8.087323189,0.219970077,0.377973795,83.55593759,49.89726396,88.11944652,26.50733185,986.2436523,49.97693634
33:08.3,-8.087323189,0.15975751,0.263679981,83.73102266,67.79502336,85.11252404,26.65182495,985.8669434,50.85177612
33:08.4,-8.087323189,0.05948418,0.190327227,84.08977834,90.37683087,82.91929566,26.65182495,985.1437988,50.85177612
33:08.4,-7.597600937,0.080121547,0.20689863,84.57522721,113.6647911,82.95451211,26.48927116,984.7543945,49.90770721
33:08.5,-4.4427948,0.142276451,0.20178099,84.92788354,127.6625877,83.01024646,26.48927116,984.3552246,49.90770721
33:08.5,-2.238058805,0.064340033,0.33532685,85.47826701,140.1843052,81.64531511,26.48927116,983.9472656,49.55525208
33:08.5,-1.068798304,0.000728378,0.421595573,86.70591838,148.4739828,75.40640859,26.48927116,983.5009766,49.55525208
33:08.6,-0.011107604,0.070652634,0.361402422,88.33422865,34.00675031,306.0056505,26.48927116,983.5009766,49.55525208
33:08.6,0.614842892,0.086434156,0.405998975,82.82438335,10.2403609,268.0368782,26.45314789,983.0583496,50.11540222
33:08.6,0.796919763,-0.010131488,0.409166992,77.50370697,16.98962257,260.6148395,26.45314789,982.5878906,50.11540222
33:08.7,0.789646387,0.000485585,0.516393602,72.4651857,24.92171079,256.5012009,26.52539444,982.0949707,51.28604889
33:08.7,0.703335583,-0.08828868,0.671628535,67.8674985,33.75726058,253.4662815,26.52539444,981.5996094,51.28604889
33:08.7,0.720549285,-0.111446366,0.748149335,63.42941233,43.17749163,250.6909776,26.52539444,981.1005859,51.28604889
33:08.8,0.712306082,-0.091665842,0.70745194,59.04772304,50.79840839,247.899971,26.59764099,981.1005859,48.89754486
33:08.8,0.70163846,-0.11313495,0.673090696,54.68364538,57.76306691,245.1634148,26.59764099,980.5900879,48.89754486
33:08.8,0.69121331,-0.119165592,0.61874634,50.30697969,66.65229173,242.2980684,26.52539444,980.0786133,49.38217163
33:08.9,0.685152113,-0.165480971,0.563670814,45.925427,74.6986439,239.2885505,26.52539444,979.5466309,49.38217163
33:08.9,0.670605421,-0.275479972,0.540275872,41.62621224,81.92432151,236.3096591,26.52539444,979.0002441,49.38217163
33:08.9,0.676424086,-0.34760651,0.536376774,37.47738799,89.04899429,233.3746585,26.52539444,978.4536133,49.29405975
33:09.0,0.673757195,-0.335545212,0.526628852,33.49312692,95.91337538,230.4004253,26.52539444,978.4536133,49.29405975
33:09.0,0.674242139,-0.368110716,0.50396508,29.64577698,100.8799679,227.527115,26.50733185,977.8903809,49.8290329
33:09.0,0.670605421,-0.323483914,0.456687897,25.93271881,106.5964401,224.5865956,26.50733185,977.3173828,49.8290329
33:09.1,0.668908238,-0.309492826,0.421108156,22.32660432,112.0370068,221.6246841,26.50733185,976.732666,49.8290329
33:09.1,0.667211175,-0.28802374,0.374562055,18.85232444,118.8358113,218.5972164,26.41702461,976.1533203,51.82731628
33:09.1,0.674969435,-0.280545712,0.319730252,15.62098073,127.707544,215.4297572,26.41702461,975.5595703,51.82731628
33:09.2,0.690485954,-0.123507656,0.279763997,13.23353164,151.4756597,211.901418,26.36284065,974.3618164,49.90770721
33:09.3,0.722973704,-0.066819578,0.30047822,11.09598638,167.0172224,208.3370702,26.47121048,973.7614746,49.81959152
33:09.3,0.705275178,-0.03642511,0.312175661,8.697171861,176.1580919,204.7391997,26.5795784,973.1601563,49.49860382
33:09.3,0.686606824,-0.053310923,0.420620739,6.140978687,182.8651091,201.4911579,26.5795784,972.5432129,49.49860382
33:09.4,0.685152113,-0.002894711,0.481057584,8.505061691,200.1109406,205.4828161,26.5795784,971.9313965,49.49860382
33:09.4,0.684424818,0.052200403,0.462536633,9.879385399,216.9462641,209.7374775,26.56151772,971.3100586,50.22554016
33:09.4,0.681273043,-0.016885813,0.459855974,10.48360698,234.7938626,213.8387056,26.56151772,971.3100586,50.22554016
33:09.5,0.670120537,-0.112652488,0.41452834,10.41984717,252.2954368,217.7076935,26.48927116,970.6938477,49.2625885
33:09.5,0.655331314,-0.156314373,0.443528265,9.888355998,268.5398465,221.2428902,26.48927116,970.0737305,49.2625885
33:09.5,0.648785233,-0.131468117,0.506889403,8.904199163,283.7456644,224.4351703,26.48927116,969.4494629,49.2625885
33:09.6,0.648785233,-0.241949573,0.373830944,7.420990288,298.8258478,227.4241977,26.45314789,968.838623,48.63320923
33:09.6,0.641269445,-0.247739002,0.456444204,5.56289282,312.5650022,230.0914822,26.45314789,968.2165527,48.63320923
33:09.6,0.654361546,-0.23012951,0.440116525,3.422426153,325.5614041,232.3312652,26.45314789,967.5864258,49.66539001
33:09.7,0.629874468,-0.256905586,0.417452723,1.066137888,338.2135475,234.1811673,26.45314789,966.9716797,49.66539001
33:09.7,0.631571651,-0.197081566,0.404049367,358.5730922,350.0999575,235.5739931,26.47121048,966.9716797,50.11854553
33:09.7,0.627692521,-0.163309932,0.436948448,355.9405915,1.453013463,236.6168264,26.47121048,966.3520508,50.11854553
33:09.8,0.605387449,-0.176577359,0.30803284,353.2204742,12.42077755,237.3080688,26.47121048,965.7194824,50.11854553
33:09.8,0.624298275,-0.199252591,0.351410866,350.6767534,22.82661856,237.8720649,26.45314789,965.112793,50.60631561
33:09.8,0.609993935,-0.257870495,0.191058323,347.9997845,33.13469225,238.1653805,26.45314789,964.5058594,50.60631561
33:09.9,0.604660153,-0.210831434,0.234436363,345.4647342,41.76318826,238.0388581,26.48927116,963.90625,49.56154633
33:09.9,0.603932798,-0.135568947,0.330696642,343.3622022,51.144839,237.7881492,26.48927116,963.90625,49.56154633
33:09.9,0.598356545,-0.104209587,0.356528491,341.3881955,60.067361,237.3816436,26.48927116,963.3205566,49.56154633
33:10.0,0.589385986,-0.102279782,0.319973946,339.4752235,70.63563757,236.6662906,26.39896393,962.7338867,49.23111725
33:10.0,0.57168752,-0.046556596,0.3250916,337.7872754,83.12758911,235.7443517,26.39896393,962.1472168,49.23111725
33:10.1,0.585749328,-0.081293128,0.389671266,336.1385548,94.55753502,234.7580041,26.48927116,960.9892578,51.85249329
33:10.1,0.568778098,-0.141599596,0.202024683,334.2076587,106.2800658,233.4723985,26.41702461,960.4150391,49.96749496
33:10.2,0.565141439,-0.130985662,0.329721838,332.6225698,118.6975819,232.5680132,26.41702461,959.8457031,49.96749496
33:10.2,0.551806927,-0.105656944,0.379923373,331.3181984,128.7782581,231.7211927,26.50733185,959.2770996,50.83289337
33:10.2,0.551806927,-0.123025209,0.350436062,330.1185029,139.050002,230.6430746,26.50733185,958.7197266,50.83289337
33:10.3,0.544291079,-0.03401285,0.33532685,329.0808948,148.5837713,229.2703296,26.4350872,958.1582031,50.22554016
33:10.3,0.536047876,-0.021227879,0.29024294,328.0004545,159.5566068,227.3876699,26.4350872,957.6037598,50.22554016
33:10.4,0.529259384,-0.123748891,0.247596011,326.5032223,168.7737012,225.1553865,26.4350872,956.5061035,49.88253021
33:10.4,0.512773097,-0.135327742,0.27586481,328.309261,189.1035307,227.5026083,26.4350872,955.9587402,49.88253021
33:10.5,0.520288944,-0.130744442,0.327284873,329.4966484,209.8331548,229.7281435,26.47121048,955.4179688,49.81015015
33:10.5,0.508166671,-0.073332675,0.39673847,330.2300365,228.5993318,231.8767707,26.52539444,954.8874512,51.15073395
33:10.6,0.50671196,-0.088529907,0.319973946,330.4153122,246.8331775,234.1557726,26.52539444,954.3515625,51.15073395
33:10.6,0.50283283,-0.08732377,0.295604259,330.1783627,264.046306,236.3254915,26.45314789,953.8291016,50.17519379
33:10.7,0.491437882,-0.024846269,0.288293391,329.7691661,280.8618424,238.3324743,26.45314789,953.2995605,50.17519379
33:10.7,0.489740759,-0.067302026,0.276839644,329.1564059,296.4769936,240.2117462,26.4350872,952.2617188,49.91714478
33:10.7,0.48198247,-0.184537813,0.293167293,328.4711638,311.6493163,242.1050473,26.4350872,951.7456055,49.91714478
33:10.8,0.475193977,-0.207213044,0.280982465,327.5433543,326.4441924,243.7598109,26.54345512,951.2302246,50.23498535
33:10.8,0.480042905,-0.137739986,0.33800754,326.4658749,340.6695674,244.9062035,26.54345512,950.7141113,50.23498535
33:10.9,0.46258682,-0.159450322,0.293411016,325.2519829,353.891279,245.8377867,26.45314789,950.2023926,51.5189209
33:10.9,0.449252278,-0.022675235,0.203974262,323.9038982,7.243950931,246.1501654,26.41702461,949.692627,49.92973328
33:11.0,0.454101205,-0.069955505,0.30803284,322.6588948,20.15832491,246.4858897,26.41702461,949.1887207,49.92973328
33:11.0,0.445858032,-0.022192782,0.213478446,321.3881039,32.10185495,246.4891818,26.50733185,948.6896973,48.2964859
33:11.1,0.440766662,-0.085152738,0.230293527,319.9827105,44.95865812,246.5413781,26.50733185,947.7038574,48.2964859
33:11.1,0.43131128,-0.095284224,0.207142323,318.8342894,55.76686557,246.4154089,26.45314789,947.2163086,49.54266357
33:11.1,0.42621991,-0.161380127,0.250764042,317.9786613,66.55910063,246.4961486,26.45314789,946.7370605,49.54266357
33:11.2,0.420643657,-0.124472558,0.227612853,317.0954222,76.66587498,246.1107552,26.52539444,946.2556152,50.90213013
33:11.2,0.422098339,-0.107345529,0.277814418,316.3504296,87.74170974,245.5910119,26.52539444,945.777832,50.90213013
33:11.3,0.416037202,-0.057411764,0.192764208,315.5885561,97.50991844,244.7927404,26.41702461,945.2993164,50.30106735
33:11.3,0.418461651,-0.032806721,0.256856471,315.04015,106.9329226,244.0923728,26.47121048,944.3464355,49.94861603
33:11.4,0.402945101,-0.031359363,0.14889878,314.3554167,117.7395932,242.9728092,26.47121048,943.8740234,49.94861603
